Team, Handling, Experience, Cutting,Name, Years Since Playing 
6, 5,Name 69, 3 , 1,2, 1,69
7, 1,Name 98, 3 , 14,28, 1,98
7, 2,Name 17, 4 , 11,22, 4,17
7, 0,Name 22, 1 , 9,18, 3,22
7, 0,Name 29, 2 , 8,16, 4,29
7, 2,Name 115, 6 , 8,16, 5,115
7, 0,Name 65, 2 , 7,14, 3,65
7, 3,Name 50, 3 , 6,12, 4,50
7, 2,Name 12, 2 , 5,10, 5,12
7, 2,Name 74, 1 , 5,10, 5,74
7, 0,Name 80, 6 , 4,8, 2,80
7, 4,Name 31, 10 , 3,6, 0,31
7, 2,Name 30, 7 , 2,4, 4,30
7, 2,Name 107, 8 , 2,4, 4,107
7, 5,Name 18, 10 , 1,2, 4,18
7, 0,Name 68, 5 , 1,2, 0,68
